20319,20671,17406,20816,17406,17406,20256,19771,21382,17406,20323,21892,20259,23245,20504,20655,17406,17406,20656,17406,17406,20295,17406,22748,20259,22001,19463,19530,17406,20156,21477,17406,20060,17406,17406,17575,17406,17406,22926,23110,17406,21613,20162,27264,17406,17406,21250,19387,17406,20106,17406,17406,17406,24546,20137,24045,24045,24518,19177,4860,17406,17406,11865,17406,5579,3383,26200,2333,16953,17422,17406,17406,933,17406,19519,17406,15366,17406,17469,15305,17406,14625,17345,17406,17406,17406,11981,16117,17406,17406,17406,17406,17406,13341,17406,13385,9749,17406,9749,17406,17406,17406,17406,26279,23272,24322,17406,24315,17726,19258,18954,19061,4414,23897,20921,17442,17406,17406,19708,27640,21258,21824,17406,20266,17406,25346,11072,22720,13116,19075,6177073,15360,20142,15360,13399,19141,13399,20850,13399
6216,6040,10483,3820,10483,10483,3659,6943,7376,10483,6823,5556,6588,5778,6589,5735,10483,10483,5769,10483,10483,6397,10483,6054,6588,4696,6635,3378,10483,4051,8415,10483,4240,10483,10483,5333,10483,10483,5760,5944,10483,4044,1565,8018,10483,10483,1488,4507,10483,1621,10483,10483,10483,4949,1591,7950,7950,15104,2544,25535,10483,10483,8810,10483,17697,17993,9448,19248,5955,5961,10483,10483,21347,10483,8406,10483,7968,10483,7395,5383,10483,11871,9994,10483,10483,10483,18702,13286,10483,10483,10483,10483,10483,16033,10483,10038,19841,10483,19841,10483,10483,10483,10483,10625,5806,10712,10483,10413,18300,21941,15331,15224,25089,26580,23857,18443,10483,10483,22391,28614,12511,12953,10483,16593,10483,9692,20549,7990,8168,3940,6165653,7682,4657,7682,10175,7113,10175,4898,10175
8964,9316,6063,9456,6063,6063,8717,8416,10027,6063,8967,10537,8903,11885,9149,9299,6063,6063,9301,6063,6063,8940,6063,11388,8903,10641,8107,7992,6063,8796,10138,6063,8699,6063,6063,6215,6063,6063,11566,11750,6063,10253,8051,15153,6063,6063,9139,8027,6063,7996,6063,6063,6063,12435,8026,11935,11935,17127,7067,16970,6063,6063,245,6063,9133,9429,14190,10684,5593,6003,6063,6063,12782,6063,7827,6063,3959,6063,5562,3194,6063,8218,7575,6063,6063,6063,17607,12090,6063,6063,6063,6063,6063,14863,6063,5824,16708,6063,16708,6063,6063,6063,6063,14923,11912,12996,6063,12674,17123,20811,14657,14773,16524,25450,22727,17312,6063,6063,21261,27993,12213,13263,6063,15962,6063,13990,18032,11364,1917,8890,6169185,3276,10055,3276,5517,9044,5517,10662,5517
13904,13728,13485,12335,13485,13485,10921,13912,15064,13485,14511,13826,14276,14764,14278,13423,13485,13485,13457,13485,13485,14085,13485,14558,14276,13547,13604,10196,13485,11991,15789,13485,11794,13485,13485,11544,13485,13485,14601,14785,13485,13132,8597,12168,13485,13485,9685,11332,13485,8541,13485,13485,13485,11609,8572,8531,8531,8741,7612,22266,13485,13485,7674,13485,11826,14678,9708,15582,12166,10875,13485,13485,18078,13485,3027,13485,3795,13485,2649,6612,13485,2991,274,13485,13485,13485,24605,19512,13485,13485,13485,13485,13485,22286,13485,4562,22322,13485,22322,13485,13485,13485,13485,19136,14792,18415,13485,18091,24546,28233,22079,22195,21820,32872,30149,24734,13485,13485,28683,35416,19635,20632,13485,23384,13485,18203,23645,16079,6422,11951,6162441,9316,13149,9316,12932,14496,12932,13724,12932
13734,14164,11552,15486,11552,11552,15299,13447,14396,11552,13384,15581,13362,17914,13631,14453,11552,11552,14181,11552,11552,13554,11552,16493,13362,16670,13321,15278,11552,14826,13081,11552,14720,11552,11552,14216,11552,11552,17232,17574,11552,16283,20189,26322,11552,11552,19618,14668,11552,20204,11552,11552,11552,22939,20215,25014,25014,29931,19497,9977,11552,11552,17860,11552,17239,15818,27266,14767,13810,15512,11552,11552,12585,11552,24127,11552,21376,11552,22355,18792,11552,24674,25020,11552,11552,11552,488,5834,11552,11552,11552,11552,11552,2992,11552,20731,3047,11552,3047,11552,11552,11552,11552,18151,17942,14009,11552,13781,7910,10235,8699,8805,9565,14875,11898,7625,11552,11552,10685,18618,11036,11511,11552,10011,11552,18257,3756,15365,12178,13818,6179162,13946,14886,13946,8758,11816,8758,15593,8758
8244,8068,8064,6647,8064,8064,5261,8251,9404,8064,8851,8144,8616,9076,8617,7762,8064,8064,7797,8064,8064,8424,8064,8869,8616,7859,7943,4535,8064,6331,10129,8064,6133,8064,8064,5878,8064,8064,8912,9096,8064,7503,3920,9769,8064,8064,5054,5672,8064,3864,8064,8064,8064,7645,3895,6545,6545,11222,2936,22729,8064,8064,6004,8064,14549,15188,8798,16443,6500,5209,8064,8064,18541,8064,6315,8064,4663,8064,4575,2552,8064,9013,7198,8064,8064,8064,19375,13933,8064,8064,8064,8064,8064,16706,8064,6733,20514,8064,20514,8064,8064,8064,8064,13448,9103,12754,8064,12431,18966,22654,16500,16616,22283,27293,24570,19155,8064,8064,23104,29836,14056,14971,8064,17805,8064,12515,21222,10419,5230,6248,6165029,5121,7446,5121,7911,9086,7911,8020,7911
11413,11237,15348,9017,15348,15348,8856,12140,12573,15348,12020,10753,11785,10704,11786,10932,15348,15348,10966,15348,15348,11594,15348,11251,11785,9622,11832,8575,15348,9249,13612,15348,9437,15348,15348,10531,15348,15348,10686,10870,15348,8970,5038,2501,15348,15348,4249,9704,15348,5094,15348,15348,15348,3282,5063,3895,3895,10253,6017,29640,15348,15348,12915,15348,20982,22098,4487,23335,11153,11179,15348,15348,25452,15348,10321,15348,10675,15348,9257,9483,15348,13733,11857,15348,15348,15348,23899,18484,15348,15348,15348,15348,15330,21230,15348,13166,25038,15348,25038,15348,15348,15348,15348,15822,10731,15909,15348,15610,23497,27138,20528,20421,29194,31778,29054,23640,15348,15348,27588,33812,17708,18150,15330,21791,15330,14889,25746,13187,12004,9158,6160704,12139,9874,12139,15061,12331,15061,9837,15061
7193,7545,4277,7596,4277,4277,6973,6645,8256,4277,7196,8766,7132,10025,7378,7528,4277,4277,7530,4277,4277,7169,4277,9528,7132,8781,6336,6247,4277,6936,8278,4277,6840,4277,4277,4355,4277,4277,9706,9890,4277,8393,7328,14080,4277,4277,8384,6167,4277,7272,4277,4277,4277,11786,7302,10864,10864,15115,6377,19327,4277,4277,2602,4277,11489,11785,13117,13040,3733,3647,4277,4277,15139,4277,8911,4277,5759,4277,7136,3185,4277,10018,9375,4277,4277,4277,15599,10156,4277,4277,4277,4277,4277,12929,4277,7666,16737,4277,16737,4277,4277,4277,4277,13152,10052,11136,4277,10814,15190,18877,12723,12839,18881,23516,20793,15378,4277,4277,19327,26059,10279,11329,4277,14028,4277,12219,17446,9593,3533,7113,6169381,3200,8180,3200,4334,7233,4334,8888,4334
7193,7545,4277,7596,4277,4277,6973,6645,8256,4277,7196,8766,7132,10025,7378,7528,4277,4277,7530,4277,4277,7169,4277,9528,7132,8781,6336,6247,4277,6936,8278,4277,6840,4277,4277,4355,4277,4277,9706,9890,4277,8393,7328,14080,4277,4277,8384,6167,4277,7272,4277,4277,4277,11786,7302,10864,10864,15115,6377,19327,4277,4277,2602,4277,11489,11785,13117,13040,3733,3647,4277,4277,15139,4277,8911,4277,5759,4277,7136,3185,4277,10018,9375,4277,4277,4277,15599,10156,4277,4277,4277,4277,4277,12929,4277,7666,16737,4277,16737,4277,4277,4277,4277,13152,10052,11136,4277,10814,15190,18877,12723,12839,18881,23516,20793,15378,4277,4277,19327,26059,10279,11329,4277,14028,4277,12219,17446,9593,3533,7113,6169381,3200,8180,3200,4334,7233,4334,8888,4334
5387,5212,8717,3478,8717,8717,2559,5716,6547,8717,5994,5204,5760,5782,5761,4906,8717,8717,4941,8717,8717,5568,8717,5702,5760,4691,5407,1999,8717,3267,7587,8717,3350,8717,8717,3955,8717,8717,5723,5907,8717,4189,3830,9996,8717,8717,3421,3136,8717,3885,8717,8717,8717,6903,3855,8752,8752,17000,3235,24142,8717,8717,7417,8717,16305,16600,11005,17855,4577,4195,8717,8717,19954,8717,8460,8717,6791,8717,6726,4206,8717,11180,9349,8717,8717,8717,17323,11908,8717,8717,8717,8717,8717,14654,8717,8861,18462,8717,18462,8717,8717,8717,8717,10273,5809,9898,8717,9575,16875,20562,14282,14397,23696,25202,22478,17064,8717,8717,21012,27618,11592,12115,8717,15587,8717,9340,19170,7638,6368,3296,6166820,5882,4327,5882,8377,6326,8377,4930,8377
