27817
26649
48324
2962
1983
2310
31146
23146
13478
16551
56806
4984
12983
6278
7844
64822
26542
15235
2952
7070
11480
1439
40935
9611
32586
61788
15884
44457
15325
3362
3014
1928
4558
1855
42793
9609
6662
18060
42689
3443
1432
32393
3482
3425
49827
4915
6162
21548
2646
10785
54127
1605
11612
2663
2010
11300
11893
17670
16625
21270
4910
24587
20414
448
26178
4658
9623
6034
14786
6943
2276
4978
10433
4300
36410
1263
6128
91932
25423
2828
29044
25952
3391
1380
2013
26977
9775
12545
10326
12722
48675
2067
14698
742
596
4510
2695
29830
29491
1935
43400
18666
39151
2006
5716
10609
49432
18474
32854
1808
2263
463
26031
40855
1576
44154
2086
24960
19827
43929
