11619,9750,13237,11399,14009,6075,13708,11748,16882,8371,15300,6442,4718,2793,8495,6351,22778,13335,9087,10003,8912,15405,5776,16686,11186,12279,16938,329,8951,8900,5116,7676,14350,9405,14531,13609,14330,2015,7987,8497,15362,13761,12949,7150,7497,3195,10564,17216,4192,9870,4604,16941,21066,8139,14792,7667,12654,11788,14196,3006,15420,10917,10809,14492,10781,15834,16432,13334,11031,14014,431,10175,6934,11420,11813,8434,14846,2837,15222,9097,17028,11367,21914,10784,6856,15169,14928,2734,7652,13706,3591,5269,4222,1120,5806,17224,14033,5522,10741,8787,8359,5013,14152,9955,9744,13680,10551,5121,15955,12081,12100,12257,8890,12030,7739,11577,13649,7977,4879,25112,6068,9601,4693,20127,9630,10874,11713,17869,5305,5903,11910,17793,20642,17065,16923,11194,16955
10525,8656,12153,12357,12924,7280,14892,12264,18066,7624,14216,6008,3509,1585,8052,7303,23961,14519,8644,10400,9206,16589,5342,17649,11636,13463,18549,905,10148,9451,4141,8628,13145,10357,13569,12524,13246,2877,7553,9376,16546,14945,11864,5946,8681,3278,11521,18399,3233,11054,3399,15858,22249,7696,15976,6462,13612,12304,15380,4211,14335,11434,11993,15676,11739,17018,17615,12129,12215,15198,1622,9386,5729,10335,12770,7990,16030,4042,14017,9518,17991,10273,23098,11645,8054,16352,16111,3017,8604,12623,2393,4071,3013,1115,5372,18408,15217,6786,11924,9242,9795,3809,12947,10340,10927,14863,11503,4686,14895,13265,13284,13214,7805,12987,7296,12761,14833,9182,3874,26296,7252,9896,3755,21310,10742,11325,12897,19053,6160,4698,13094,18977,21826,18249,17886,12378,15872
15097,13538,18209,17834,20704,7076,5980,8482,6941,13286,20046,9196,12863,12905,9687,17045,13404,3763,9836,7390,8326,7974,11154,12520,9245,6890,11419,11080,4287,7317,15868,18370,23118,19873,21281,17761,20705,12777,11016,6031,10606,9403,17317,17902,3266,10261,18258,6805,12538,2966,15355,21821,11667,8913,10381,17715,19991,9047,6283,9236,20881,8902,5304,10080,18330,8573,6634,22377,567,3550,11193,12806,17685,16653,18363,10051,5274,8574,23990,8157,12489,14844,12734,6479,6109,9647,4475,9503,18346,18031,14283,14368,13059,11869,9045,7645,3734,7599,6101,6492,5422,15655,22920,8653,5925,8424,20986,9899,22329,4353,4932,18806,15089,17575,9357,1799,3176,5519,12244,15878,7491,8956,11825,9909,6259,8955,5606,8820,8670,15818,4123,11609,11265,7070,12639,991,22619
13100,11230,14718,10308,14944,7423,15043,13103,18217,9857,16781,7928,6130,4206,9976,5726,24113,14670,10568,11351,10268,16740,7262,15609,12542,13628,16509,1971,10299,10255,4937,7051,14633,8767,15031,15089,15811,1753,9473,9845,16697,15096,14429,7257,8832,4580,9472,18551,5672,11205,5400,18421,22401,9620,16127,7915,11563,13143,15531,3399,16901,12273,12157,15827,9690,17169,17767,13618,12366,15349,1225,11661,7017,12900,10721,9914,16181,3584,15506,10453,15951,12847,23249,12132,8205,16404,16263,4114,7027,15187,4939,6617,5634,1702,7047,18559,15368,6877,12089,10135,9707,6183,14436,11310,11092,15028,9913,6607,16384,13416,13435,11165,10370,10938,9220,12912,14984,9325,6360,25587,7423,10956,6174,21462,10978,12229,13062,19204,6671,7103,13245,17723,21977,18400,15846,12529,18075
13651,11781,15269,9113,15992,7388,14825,13089,17999,10402,17332,8473,6935,5004,9974,6258,23694,14452,10566,11315,10254,16522,7807,14414,12528,13592,15314,2560,10263,10242,5448,7583,15682,8277,16080,15640,16362,2461,10018,9810,15746,14278,14980,8298,8614,4976,8278,18332,6223,10987,6448,18972,22182,9618,15176,8963,10368,13130,15312,2643,17451,12259,12122,14876,8495,16951,17548,14666,12148,15131,2274,12206,8058,13451,9527,9913,15963,3290,16554,10439,14756,13398,23031,12096,8169,15210,16044,4549,7559,15738,5802,7480,6433,2750,7224,18340,15149,6826,12053,10100,9671,7231,15484,11297,11056,14992,9422,7151,17432,13197,13217,9970,10921,9744,9218,12694,14766,9290,6892,24392,7372,10942,6706,21243,10943,12216,13026,18986,6589,8135,13027,16529,21758,18182,14651,12310,19123
13038,11169,14654,10097,15425,7047,14447,12745,17658,9780,16717,7851,6320,4594,9668,6808,23554,14111,10260,10975,9910,16181,7185,15398,12184,13251,16298,2137,9923,9897,5976,8133,15945,9261,15948,15026,15747,2816,9396,9469,16138,14537,14365,8568,8273,4207,9262,17991,5611,10646,6412,18357,21842,9312,15568,9226,11352,12785,14972,2303,16837,11915,11781,15268,9479,16610,17207,14929,11807,14790,2250,11584,8328,12836,10511,9607,15622,2945,16817,10095,15740,12786,22690,11756,7828,15944,15704,3780,8109,15123,5392,7070,6063,2928,6713,18000,14809,6519,11713,9759,9331,6822,15747,10952,10716,14651,10407,6529,17371,12857,12876,10954,10306,10728,8912,12353,14425,8949,6270,25377,7066,10598,6083,20903,10602,11872,12685,18645,6248,7711,12686,17513,21418,17841,15635,11970,18372
15164,13295,16782,8240,17211,8640,16077,14341,19251,11929,18846,9675,8448,6472,11227,5931,22818,15704,11818,12567,11506,17774,9334,13538,13780,14844,14438,4119,11515,11494,6077,7115,16900,7403,17298,17154,17876,3272,11545,11062,14870,13402,16494,9457,9866,6296,7404,19584,7737,12239,7667,20486,23262,10870,14300,10182,9495,14382,16565,3896,18965,13511,13374,14000,7622,17199,18800,15885,13400,16383,3492,13733,8812,14965,8653,11165,17215,4594,17773,11691,13880,14912,22020,13349,9421,14333,17296,5870,7220,17251,7206,8884,7901,3969,8476,19593,16402,8078,13305,11352,10924,8449,16703,12549,12308,16244,8549,8457,18651,14450,14469,9097,12435,8870,10471,13946,16018,10542,8424,23516,8624,12195,8239,22496,12195,13468,14278,20238,7841,9370,14279,15653,22819,19434,13775,13563,20342
9972,8103,11590,13105,12362,6409,13959,11060,17047,6733,13653,4805,3256,2066,6848,8097,22943,13500,7440,9196,8003,15570,4138,18383,10432,12260,17103,1699,9515,8247,5174,9422,13790,11151,12884,11962,12683,3671,6349,8172,15527,13926,11302,6978,7662,2057,12269,17381,2545,10035,4432,15294,21231,6492,14957,7495,14360,11101,14361,3642,13773,10230,10789,14657,12487,15999,16597,12775,11196,14179,2416,8537,6762,9773,13518,6787,15011,3147,14663,8315,18175,9720,22079,10442,7035,15334,15093,1796,9398,12059,3389,4763,2999,2142,4169,17389,14198,5582,10721,8038,8592,4844,13593,9136,9724,13660,12297,3483,14308,12375,12265,13962,7243,13735,6092,11742,13814,8306,3232,25277,6136,8692,3046,20292,9539,10121,11694,18034,4956,5740,12075,17958,20807,17230,18620,11359,15308
12735,10865,14353,10049,14566,7531,15167,13206,18340,9503,16416,7574,5713,3788,9611,4995,24236,14794,10203,11459,10371,16863,6908,15341,12645,13735,16242,1770,10423,10358,4047,6320,14256,8049,14654,14724,15446,556,9119,9953,16674,15205,14064,6853,8955,4324,9214,18674,5307,11329,5011,18056,22524,9255,16103,7533,11304,13246,15654,4473,16536,12376,12265,15803,9431,17292,17890,13240,12489,15473,1028,11307,6614,12535,10463,9549,16304,4304,15128,10556,15683,12482,23373,12240,8328,16137,16386,4063,6296,14822,4517,6241,5216,1345,6938,18682,15491,6980,12197,10243,9815,5793,14058,11413,11200,15135,9195,6253,16006,13539,13559,10907,10005,10680,8855,13035,15107,9433,5995,25320,7527,11059,5809,21585,11086,12333,13169,19327,6764,6714,13368,17456,22100,18524,15579,12652,17697
12735,10865,14353,10049,14566,7531,15167,13206,18340,9503,16416,7574,5713,3788,9611,4995,24236,14794,10203,11459,10371,16863,6908,15341,12645,13735,16242,1770,10423,10358,4047,6320,14256,8049,14654,14724,15446,556,9119,9953,16674,15205,14064,6853,8955,4324,9214,18674,5307,11329,5011,18056,22524,9255,16103,7533,11304,13246,15654,4473,16536,12376,12265,15803,9431,17292,17890,13240,12489,15473,1028,11307,6614,12535,10463,9549,16304,4304,15128,10556,15683,12482,23373,12240,8328,16137,16386,4063,6296,14822,4517,6241,5216,1345,6938,18682,15491,6980,12197,10243,9815,5793,14058,11413,11200,15135,9195,6253,16006,13539,13559,10907,10005,10680,8855,13035,15107,9433,5995,25320,7527,11059,5809,21585,11086,12333,13169,19327,6764,6714,13368,17456,22100,18524,15579,12652,17697
