17465.4,17465.4,17465.4,17465.4,17465.4,17465.4,17465.4,17465.4,17465.4,17465.4,17465.4,17465.4,17465.4,17465.4,17465.4,17465.4,17465.4,17465.4,17465.4,17465.4,17465.4,17465.4,17465.4,17465.4,17465.4,17465.4,17465.4,17465.4,17465.4,17465.4,17465.4,17465.4,17465.4,17465.4,17465.4,17465.4,17465.4,17465.4,17465.4,17465.4,17465.4,17465.4,17465.4,17465.4,17465.4,17465.4,17465.4,17465.4,17465.4,17465.4,
17989.1,17989.1,17989.1,17989.1,17989.1,17989.1,17989.1,17989.1,17989.1,17989.1,17989.1,17989.1,17989.1,17989.1,17989.1,17989.1,17989.1,17989.1,17989.1,17989.1,17989.1,17989.1,17989.1,17989.1,17989.1,17989.1,17989.1,17989.1,17989.1,17989.1,17989.1,17989.1,17989.1,17989.1,17989.1,17989.1,17989.1,17989.1,17989.1,17989.1,17989.1,17989.1,17989.1,17989.1,17989.1,17989.1,17989.1,17989.1,17989.1,17989.1,
18529.1,18529.1,18529.1,18529.1,18529.1,18529.1,18529.1,18529.1,18529.1,18529.1,18529.1,18529.1,18529.1,18529.1,18529.1,18529.1,18529.1,18529.1,18529.1,18529.1,18529.1,18529.1,18529.1,18529.1,18529.1,18529.1,18529.1,18529.1,18529.1,18529.1,18529.1,18529.1,18529.1,18529.1,18529.1,18529.1,18529.1,18529.1,18529.1,18529.1,18529.1,18529.1,18529.1,18529.1,18529.1,18529.1,18529.1,18529.1,18529.1,18529.1,
18579.3,18579.3,18579.3,18579.3,18579.3,18579.3,18579.3,18579.3,18579.3,18579.3,18579.3,18579.3,18579.3,18579.3,18579.3,18579.3,18579.3,18579.3,18579.3,18579.3,18579.3,18579.3,18579.3,18579.3,18579.3,18564.81818181818,18564.81818181818,18564.81818181818,18564.81818181818,18550.833333333332,18550.833333333332,18553.0,18553.0,18553.0,18553.0,18553.0,18553.0,18553.0,18553.0,18553.0,18553.0,18553.0,18553.0,18553.0,18553.0,18553.0,18553.0,18553.0,18553.0,18553.0,
17949.5,17949.5,17949.5,17949.5,17949.5,17949.5,17949.5,17949.5,17949.5,17949.5,17949.5,17949.5,17949.5,17949.5,17949.5,17949.5,17949.5,17949.5,17949.5,17949.5,17949.5,17949.5,17949.5,17949.5,17949.5,17949.5,17949.5,17949.5,17949.5,17949.5,17949.5,17949.5,17949.5,17949.5,17949.5,17949.5,17949.5,17949.5,17949.5,17949.5,17949.5,17949.5,17949.5,17949.5,17949.5,17949.5,17949.5,17949.5,17949.5,17949.5,
18584.9,18584.9,18584.9,18584.9,18584.9,18584.9,18584.9,18584.9,18584.9,18584.9,18584.9,18584.9,18584.9,18584.9,18584.9,18584.9,18584.9,18584.9,18584.9,18584.9,18584.9,18584.9,18584.9,18584.9,18584.9,18584.9,18584.9,18584.9,18584.9,18614.727272727272,18614.727272727272,18614.727272727272,18614.727272727272,18614.727272727272,18614.727272727272,18614.727272727272,18614.727272727272,18593.333333333332,18593.333333333332,18593.384615384617,18593.384615384617,18593.384615384617,18593.384615384617,18593.384615384617,18593.384615384617,18593.384615384617,18593.384615384617,18593.384615384617,18593.384615384617,18593.384615384617,
18781.8,18775.6,18775.6,18774.418803418805,18771.145161290322,18770.81746031746,18772.5,18772.5,18769.294573643412,18771.36641221374,18771.477272727272,18770.022556390977,18770.022556390977,18768.2,18771.308823529413,18772.61313868613,18772.61313868613,18771.057971014492,18772.628571428573,18773.2695035461,18773.2695035461,18775.664335664336,18777.38888888889,18777.38888888889,18778.78620689655,18778.78620689655,18774.850340136054,18775.86842105263,18775.86842105263,18775.86842105263,18779.51948051948,18779.51948051948,18779.134615384617,18775.364779874213,18774.64024390244,18773.49696969697,18773.49696969697,18773.49696969697,18772.17964071856,18770.744047619046,18770.744047619046,18769.562130177514,18766.79411764706,18765.456647398845,18761.4375,18759.803370786518,18761.12222222222,18761.12222222222,18759.478021978022,18760.945355191256,
18707.1,18707.1,18704.363636363636,18708.75,18708.75,18708.75,18708.75,18708.615384615383,18732.0,18732.0,18732.0,18732.0,18732.0,18732.0,18732.0,18726.533333333333,18726.533333333333,18726.533333333333,18726.533333333333,18740.5625,18706.882352941175,18706.882352941175,18714.722222222223,18713.684210526317,18713.684210526317,18711.7,18711.7,18711.7,18708.619047619046,18713.041666666668,18713.041666666668,18707.076923076922,18707.076923076922,18707.076923076922,18707.076923076922,18707.076923076922,18706.333333333332,18700.214285714286,18700.214285714286,18700.214285714286,18706.03448275862,18706.03448275862,18706.03448275862,18706.03448275862,18706.03448275862,18706.03448275862,18706.03448275862,18706.03448275862,18706.03448275862,18706.03448275862,
18313.0,18313.0,18313.0,18313.0,18313.0,18313.0,18313.0,18313.0,18313.0,18313.0,18313.0,18313.0,18313.0,18313.0,18313.0,18313.0,18313.0,18313.0,18313.0,18313.0,18313.0,18313.0,18313.0,18313.0,18313.0,18313.0,18313.0,18313.0,18313.0,18313.0,18313.0,18313.0,18313.0,18313.0,18313.0,18313.0,18313.0,18313.0,18313.0,18313.0,18313.0,18313.0,18313.0,18313.0,18313.0,18313.0,18313.0,18313.0,18313.0,18313.0,
18803.1,18762.333333333332,18760.846153846152,18770.488095238095,18773.527472527472,18772.489130434784,18767.301075268817,18764.64210526316,18764.64210526316,18767.614583333332,18773.030612244896,18771.31683168317,18769.961165048542,18769.39423076923,18767.666666666668,18767.666666666668,18767.666666666668,18769.735849056604,18768.796296296296,18768.796296296296,18770.45871559633,18770.18018018018,18770.18018018018,18770.18018018018,18769.51785714286,18769.51785714286,18772.106194690266,18770.991525423728,18764.537190082643,18764.537190082643,18764.90163934426,18764.90163934426,18768.709677419356,18772.682170542637,18771.18181818182,18766.436090225565,18764.28888888889,18764.28888888889,18762.941605839416,18760.376811594204,18760.376811594204,18758.762589928057,18758.762589928057,18759.524822695035,18758.545454545456,18758.958620689657,18758.034246575342,18760.26530612245,18760.16891891892,18758.71812080537,
