17123.533333333333,
17708.0,
18351.6,
18224.066666666666,
17798.533333333333,
18355.333333333332,
18529.933333333334,
18387.6,
18224.8,
18539.333333333332,
18460.333333333332,
18238.933333333334,
18540.0,
18155.666666666668,
17382.266666666666,
16963.6,
18099.133333333335,
17286.533333333333,
16664.266666666666,
15054.6,
